date,cpi,wpi,month,year,quarter,lag_1,lag_2,lag_3,lag_6,lag_12,rolling_mean_3,rolling_std_3,rolling_mean_6,rolling_std_6,cpi_pct_change,cpi_diff,wpi_pct_change,wpi_lag1,trend_index,cpi_wpi_diff
2023-04-01,178.1,151.1,4,2023,2,177.2,176.8,176.5,176.7,170.1,177.36666666666667,0.6658328118449053,176.79999999999998,0.804984471903693,0.5079006772009009,0.9000000000000057,0.06622516556291647,151.0,132,27.0
2023-05-01,179.1,149.4,5,2023,2,178.1,177.2,176.8,176.5,171.7,178.13333333333333,0.9504384952900221,177.23333333333332,1.2094075684701044,0.5614823133071267,1.0,-1.1250827266710672,151.1,133,29.69999999999999
2023-06-01,181.0,148.9,6,2023,2,179.1,178.1,177.2,175.7,172.6,179.4,1.4730919862641316,178.11666666666667,1.7010780895281745,1.06085985482971,1.9000000000000057,-0.33467202141901353,149.4,134,32.099999999999994
2023-07-01,186.3,152.1,7,2023,3,181.0,179.1,178.1,176.5,173.4,182.13333333333333,3.731398308051342,179.75,3.544432253550107,2.9281767955801064,5.300000000000011,2.149093351242426,148.9,135,34.20000000000002
2023-08-01,186.2,152.5,8,2023,3,186.3,181.0,179.1,176.8,174.3,184.5,3.0315012782439124,181.3166666666667,4.0246324883985425,-0.05367686527107951,-0.10000000000002274,0.2629848783694877,152.1,136,33.69999999999999
2023-09-01,184.1,151.8,9,2023,3,186.2,186.3,181.0,177.2,175.3,185.5333333333333,1.2423096769032933,182.46666666666667,3.5736069546990072,-1.1278195488721776,-2.0999999999999943,-0.4590163934426128,152.5,137,32.29999999999998
2023-10-01,185.3,152.5,10,2023,4,184.1,186.2,186.3,178.1,176.7,185.20000000000002,1.0535653752825709,183.66666666666666,2.972316717086719,0.6518196632265161,1.200000000000017,0.46113306982871194,151.8,138,32.80000000000001
2023-11-01,186.3,153.1,11,2023,4,185.3,184.1,186.2,179.1,176.5,185.23333333333335,1.101514109454646,184.86666666666667,2.0791023704169076,0.5396654074473872,1.0,0.39344262295082366,152.5,139,33.20000000000002
2023-12-01,185.7,151.8,12,2023,4,186.3,185.3,184.1,181.0,175.7,185.76666666666665,0.5033222956789516,185.65,0.8573214099779428,-0.32206119162642155,-0.6000000000000227,-0.8491182233833938,153.1,140,33.89999999999998
2024-01-01,185.5,151.2,1,2024,1,185.7,186.3,185.3,186.3,176.5,185.83333333333334,0.41633319988624623,185.51666666666665,0.796031825163558,-0.1077005923532548,-0.19999999999998863,-0.39525691699606735,151.8,141,34.30000000000001
2024-02-01,185.8,151.2,2,2024,1,185.5,185.7,186.3,186.2,176.8,185.66666666666666,0.15275252314625784,185.45000000000002,0.7422937424002455,0.16172506738545422,0.30000000000001137,0.0,151.2,142,34.60000000000002
2024-03-01,185.8,151.4,3,2024,1,185.8,185.5,185.7,184.1,177.2,185.70000000000002,0.17320508074017116,185.73333333333335,0.3386246693216982,0.0,0.0,0.1322751322751392,151.2,143,34.400000000000006
2024-04-01,186.7,152.9,4,2024,2,185.8,185.8,185.5,185.3,178.1,186.1,0.5196152422706541,185.96666666666667,0.44572039068592767,0.4843918191603791,0.8999999999999773,0.9907529722589237,151.4,144,33.79999999999998
2024-05-01,187.7,153.5,5,2024,2,186.7,185.8,185.8,186.3,179.1,186.73333333333335,0.9504384952922127,186.20000000000002,0.843800924393028,0.5356186395286455,1.0,0.39241334205362133,152.9,145,34.19999999999999
2024-06-01,190.2,154.0,6,2024,2,187.7,186.7,185.8,185.7,181.0,188.19999999999996,1.8027756377320001,186.95000000000002,1.7852170736374011,1.331912626531695,2.5,0.32573289902280145,153.5,146,36.19999999999999
2024-07-01,193.0,155.3,7,2024,3,190.2,187.7,186.7,185.5,186.3,190.29999999999998,2.651414716712584,188.20000000000002,2.86565873753426,1.4721345951629994,2.8000000000000114,0.8441558441558472,154.0,147,37.69999999999999
2024-08-01,193.0,154.4,8,2024,3,193.0,190.2,187.7,185.8,186.2,192.0666666666667,1.6165807537309984,189.4,3.1527765540879105,0.0,0.0,-0.5795235028976164,155.3,148,38.599999999999994
2024-09-01,194.2,154.7,9,2024,3,193.0,193.0,190.2,185.8,184.1,193.4,0.6928203230275403,190.79999999999998,3.0990321069660474,0.6217616580310725,1.1999999999999886,0.1943005181346935,154.4,149,39.5
2024-10-01,196.8,156.7,10,2024,4,194.2,193.0,193.0,186.7,185.3,194.66666666666666,1.9425069712444505,192.48333333333335,3.168858890306265,1.338825952626177,2.6000000000000227,1.2928248222365823,154.7,150,40.10000000000002
2024-11-01,196.5,156.4,11,2024,4,196.8,194.2,193.0,187.7,186.3,195.83333333333334,1.422439219556754,193.95000000000002,2.4720436889355932,-0.1524390243902496,-0.30000000000001137,-0.19144862795148487,156.7,151,40.099999999999994
2024-12-01,195.4,155.7,12,2024,4,196.5,196.8,194.2,190.2,185.7,196.23333333333335,0.7371114795830966,194.8166666666667,1.6785906787161995,-0.5597964376590325,-1.0999999999999943,-0.4475703324808289,156.4,152,39.70000000000002
2025-01-01,193.4,155.0,1,2025,1,195.4,196.5,196.8,193.0,185.5,195.1,1.571623364550134,194.88333333333333,1.598019607724793,-1.0235414534288667,-2.0,-0.4495825305073753,155.7,153,38.400000000000006
2025-02-01,192.5,154.9,2,2025,1,193.4,195.4,196.5,193.0,185.8,193.76666666666665,1.4843629385474761,194.79999999999998,1.723948955162604,-0.46535677352637084,-0.9000000000000057,-0.0645161290322549,155.0,154,37.599999999999994
2025-03-01,192.0,154.8,3,2025,1,192.5,193.4,195.4,194.2,185.8,192.63333333333335,0.709459888459758,194.4333333333333,2.0752509888379533,-0.2597402597402598,-0.5,-0.06455777921239303,154.9,155,37.19999999999999
2025-04-01,192.6,154.2,4,2025,2,192.0,192.5,193.4,196.8,186.7,192.36666666666667,0.3214550253664475,193.73333333333335,1.8084984563645352,0.31250000000000444,0.5999999999999943,-0.387596899224818,154.8,156,38.400000000000006
2025-05-01,193.0,153.7,5,2025,2,192.6,192.0,192.5,196.5,187.7,192.53333333333333,0.5033222956847262,193.15,1.1995832609728487,0.20768431983384517,0.4000000000000057,-0.3242542153047978,154.2,157,39.30000000000001
2025-06-01,194.2,153.7,6,2025,2,193.0,192.6,192.0,195.4,190.2,193.26666666666665,0.8326663997864407,192.94999999999996,0.7739509028396072,0.6217616580310725,1.1999999999999886,0.0,153.7,158,40.5
2025-07-01,196.1,154.4,7,2025,3,194.2,193.0,192.6,193.4,193.0,194.4333333333333,1.5631165450257567,193.39999999999998,1.5165750888123632,0.9783728115345003,1.9000000000000057,0.45543266102798796,153.7,159,41.69999999999999
2025-08-01,197.0,155.2,8,2025,3,196.1,194.2,193.0,192.5,193.0,195.76666666666665,1.4294521094927366,194.14999999999998,2.0137030565617695,0.45894951555329744,0.9000000000000057,0.5181347150258864,154.4,160,41.80000000000001
2025-09-01,197.0,155.0,9,2025,3,197.0,196.1,194.2,192.0,194.2,196.70000000000002,0.5196152422705176,194.98333333333332,1.9803198394887778,0.0,0.0,-0.12886597938143174,155.2,161,42.0
2025-10-01,197.3,155.1,10,2025,4,197.0,197.0,196.1,192.6,196.8,197.1,0.1732050807568984,195.76666666666668,1.7671068633992797,0.1522842639593902,0.30000000000001137,0.0645161290322438,155.0,162,42.20000000000002
2025-11-01,197.9,156.2,11,2025,4,197.3,197.0,197.0,193.0,196.5,197.4,0.45825756949560914,196.58333333333334,1.3044794619589892,0.3041054232133744,0.5999999999999943,0.7092198581560183,155.1,163,41.70000000000002
2025-12-01,198.0,157.2,12,2025,4,197.9,197.3,197.0,194.2,195.4,197.73333333333335,0.3785938897200762,197.21666666666667,0.6968978882682851,0.050530570995444,0.09999999999999432,0.6402048655569814,156.2,164,40.80000000000001
